net profit / total assets,current assets / short-term liabilities,[(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,sales / total assets,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),sales (n) / sales (n-1),profit on operating activities / financial expenses,working capital / fixed assets,(current liabilities * 365) / cost of products sold,(current assets - inventories) / long-term liabilities,total liabilities / ((profit on operating activities + depreciation) * (12/365)),net profit / inventory,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),bankrupt
0.065461,0.9536,-46.377,1.0626,0.082977,1361.1,1.3066,0.58541,-0.030714,100.12,2.9311,0.1055,0.43407,0.13133,0
0.010985,1.0197,-2.646,1.0111,0.12806,3667.0,0.934,0.31541,0.002863,70.227,0.17201,0.31422,3.0147,0.10637,0
-0.12532,0.43856,-251.89,0.35832,-0.083912,-8832.5,0.63906,-15.207,-0.23297,263.35,4.5104,-0.9654,-1.7017,-0.46003,0
0.0062525,1.4666,-14.761,1.0821,0.10223,1394.3,1.0842,0.76304,0.24838,80.915,0.92783,0.077673,0.033425,0.015353,0
-0.32401,0.66504,-220.28,0.81688,-0.29021,-991.55,0.57154,-2.2598,-0.54055,234.77,300.36,-0.1139,-1.4398,-1.6684,0
-0.039432,0.6834,-147.16,0.89945,-0.041284,-6921.0,0.43845,0.0,-0.25706,240.04,1.2252,10.211,-0.2506,-0.13326,0
0.19875,1.3448,-24.322,1.8347,0.17245,466.65,0.80685,47.985,0.23232,80.791,8.9596,0.045979,3.6437,0.33376,0
0.035967,0.99342,-20.704,1.0497,0.051492,2254.7,0.31767,0.44455,-0.0042039,87.378,1.9218,0.16485,0.3917,0.11238,0
0.037522,1.0719,-61.741,1.0031,0.066194,2287.2,0.85764,0.42373,0.10799,136.4,4.9355,0.17285,0.12739,0.10514,0
-0.18567,0.042373,-353.42,0.7451,-0.28044,-4702.7,0.47632,-2.4726,-0.42851,313.93,0.0154,-0.92913,-44.185,0.39999,0
0.10066,1.0672,-7.668,2.6288,0.099688,938.72,1.0748,0.87557,0.081631,79.427,4.0588,0.067183,1.2592,0.30875,0
0.14833,0.79902,-23.113,2.804,0.093652,917.93,1.4243,7.0383,-0.15149,65.788,2.7466,0.078874,2.2318,0.4368,0
0.04421,2.0149,27.656,2.1679,0.066135,2212.1,1.0634,0.89963,0.36897,35.922,0.68744,0.17549,0.77313,0.33728,0
0.067532,1.5227,-57.012,1.1463,0.218,800.38,0.56449,1.945,0.092543,66.242,0.14518,0.054626,0.39386,0.1249,0
-0.11571,1.8279,-65.504,0.93116,-0.079457,-2533.4,0.99449,-0.70112,0.71071,77.07,0.10819,-0.30939,-0.207,-0.62426,0
-0.42882,0.51741,-1108.8,0.61198,-0.67268,-1458.2,0.53165,0.0,-4.8284,1114.5,59.667,3.1955,-0.57364,0.66516,0
0.11074,0.97875,-23.561,1.0368,0.061616,1407.7,1.2926,0.46448,-0.034477,89.914,5452.9,0.12122,1.6291,0.33592,0
0.030933,0.76324,-46.508,1.0302,0.055522,2846.7,1.0071,0.39974,-0.18786,103.98,1.023,0.17559,0.33968,0.15297,0
0.1685,3.5022,76.28,1.4536,0.19661,304.32,0.73878,426.72,1.8422,56.819,27.948,0.034932,0.67981,0.22121,0
-0.40427,1.7251,-5.2333,1.9357,-0.17135,-642.31,0.84048,-0.36017,0.49746,53.592,1.0988,-0.27676,-1.6437,-0.97106,0
-0.11751,0.95292,-37.811,0.67021,-0.13752,-4225.8,0.2448,-8.5629,-0.0037207,93.968,0.26247,-0.057226,-12.54,-0.26292,0
0.030281,0.15368,-1714.7,1.2924,0.40207,4929.4,1.1271,2.6705,-0.52887,1489.4,0.19687,0.43805,4.4407,3.7903,0
0.061295,1.4513,-1.3618,1.0441,0.095699,889.3,1.1886,0.51082,0.26181,67.926,3.1842,0.075481,0.41409,0.10957,0
0.034113,0.936,-66.727,1.0077,0.045729,2549.5,0.94022,0.19674,-0.042647,87.236,0.96057,0.26491,0.13786,0.078832,0
-0.17924,0.54018,-225.73,0.81305,-0.22736,-2382.7,0.36393,-1.9174,-0.39889,306.82,0.7193,-0.32616,-1.3372,-1.2586,0
0.01411,0.67638,-44.298,1.1227,0.1073,6853.0,1.0123,1.3429,-0.042333,97.896,0.077328,0.36449,1.1553,-0.75919,0
0.11532,0.51853,-54.508,1.0506,0.059593,1512.6,0.70022,0.53029,-0.57348,94.311,102.03,0.1292,1.6666,0.44252,0
-0.15922,0.43831,-110.83,1.9709,-0.037304,-5248.4,0.92388,-2.9738,-0.70765,140.74,1.3485,-0.94376,-0.96744,2.7824,0
-0.2563,0.76086,-312.92,0.71678,-0.43411,-1888.9,0.30029,-3.212,-0.60335,435.71,0.92085,-0.19589,-0.67476,1.2558,0
0.15806,3.0843,1.1369,1.2674,0.20952,276.44,2.027,2.6246,0.8193,66.137,9.7975,0.020132,0.44331,0.21001,0
0.16579,1.2103,-44.01,1.1383,0.21522,540.4,1.1835,1.6297,0.092066,92.398,1.3367,0.045636,0.91714,0.30224,0
0.047788,1.1509,-8.9494,1.0303,0.033222,3191.5,0.87587,0.3169,0.22961,80.616,2.5496,0.23492,0.35188,0.19877,0
0.022218,0.99611,-99.563,1.0674,0.031507,6270.4,1.3303,0.57691,-0.0043057,157.74,1.9988,0.28212,0.13082,0.15383,0
0.062592,1.2317,-11.096,1.3273,0.085465,1764.2,1.1967,23.682,0.23447,130.26,4.4954,0.16988,0.44288,0.13856,0
-0.07018,2.7823,70.63,0.79299,0.19705,1743.7,0.79623,0.0,0.51521,119.82,0.38079,0.10989,-0.30635,-0.27683,0
0.031729,1.4109,-8.5904,1.0269,0.039186,4554.0,0.16753,0.49558,9.6261,181.1,80.174,0.32368,0.10132,0.11142,0
0.05363,2.0342,20.949,1.1022,0.092847,849.8,1.0172,0.55252,0.60337,66.691,4.7454,0.070411,0.33986,0.10206,0
0.0027714,0.92782,-93.218,0.50056,0.039805,5155.2,0.55152,1.1404,-0.021041,187.85,7.2668,0.20858,0.05537,0.0038568,0
0.0016156,4.1195,63.012,1.1235,0.0051513,131480.0,0.38286,1.2164,0.061285,21.842,0.11598,0.56305,0.45638,0.0044076,0
0.068358,0.57811,-108.73,1.1219,0.12851,1606.6,1.1603,1.2188,-0.33337,173.98,1.2397,0.11081,0.75321,0.28575,0
-0.018756,1.5582,-84.706,0.9998,0.057977,2601.5,0.91102,-0.043874,0.84294,130.29,2.4874,0.19845,-0.035698,-0.039181,0
0.03216,3.2771,-16.875,1.0844,0.14253,1342.2,0.91685,0.78274,0.55395,81.572,0.58454,0.11398,0.10003,0.049076,0
-0.084219,0.88721,-167.08,0.90567,-0.0661,-3741.7,0.46174,-1.042,-0.11595,209.93,3.8695,-0.39317,-0.24942,-0.22127,0
0.073754,1.2823,-58.807,1.061,0.11291,1474.6,1.1613,0.75385,0.21939,112.29,1.039,0.11623,0.27591,0.19835,0
0.46805,3.2345,109.88,1.9865,0.29808,167.3,1.4901,192.24,1.8967,57.405,15.83,0.015202,19.41,0.6424,0
0.069204,0.88784,-408.83,1.5502,0.33963,510.41,0.6863,0.0,-0.20302,290.79,65.942,0.053667,0.18624,0.26237,0
0.046985,2.5462,9.836,1.0767,0.10234,1165.4,0.40751,0.90962,0.76034,74.686,1.6016,0.086027,0.15435,0.077381,0
0.067527,1.8103,5.5547,1.1109,0.10853,1534.3,1.6484,6.0095,0.25448,70.472,0.85761,0.13335,0.47505,0.13692,0
0.068867,4.2763,46.603,1.11,0.14575,1030.9,0.62364,1.2385,0.37964,31.193,0.56869,0.078206,0.4926,0.14421,0
0.17183,1.9664,61.667,1.168,0.13769,688.41,0.78083,1.4837,3.7156,108.44,75.322,0.059432,0.97706,0.39567,0
0.1068,1.8866,11.544,1.091,0.11239,654.26,0.99598,0.85888,0.46539,53.513,2.5752,0.053964,0.67376,0.18167,0
0.08896,0.57855,-69.181,1.0653,0.13257,1790.0,1.0211,3.7552,-0.16853,126.6,0.41206,0.13853,2.4377,0.28939,0
-0.00069032,3.7847,1020.0,0.39066,0.25515,7550.0,0.78227,-5.5974,0.074942,404.31,4.3914,-0.16165,-11.717,-0.00080335,0
0.18306,3.5975,127.66,1.3308,0.28229,243.33,1.1443,3.4406,0.49271,61.73,6.2783,0.021513,2.8081,0.22177,0
-0.078386,0.20182,-267.56,0.77488,0.036111,20470.0,0.393,-1.035,-0.3764,256.15,0.10121,0.98769,-2.373,-4.314,0
-0.098784,0.51084,-245.53,0.91875,-0.050707,-7492.0,5.184,-0.85804,-0.94717,337.39,9.2356,-0.63842,-0.5282,4.9092,0
-0.012606,1.2863,-117.5,1.0086,0.030257,8278.2,0.81257,0.29614,0.32033,250.9,85.85,0.29646,-0.03943,-0.025045,0
0.043102,2.4965,3.1913,0.61191,0.12356,1590.5,0.63761,2.2108,0.085132,33.67,0.19773,0.11664,0.62404,0.064278,0
-0.025971,1.5229,-75.516,0.93298,0.014951,20396.0,1.046,0.38642,0.74527,176.88,0.8315,0.61017,-0.063232,-0.11776,0
-0.26387,1.0834,-86.708,2.1537,-0.096601,-1296.8,0.82881,-16.904,0.20789,101.19,2.7667,-0.12476,-0.42502,-1.0117,0
0.13801,2.5747,44.754,1.1436,0.11802,636.52,0.48052,1.1494,0.67488,69.571,7.0096,0.042634,0.72948,0.19117,0
0.048912,0.51952,-51.647,1.0164,0.050848,1555.0,2.5639,0.22039,-0.26628,79.768,56.616,0.17051,1.1986,0.086643,0
0.10431,1.8211,41.189,1.0667,0.06285,1191.9,1.0644,0.63114,2.1882,70.777,12.982,0.096679,1.5545,0.2343,0
0.050331,5.3838,68.506,1.0438,0.053246,1620.8,0.47955,0.45611,0.66226,16.905,1.1601,0.12169,1.6705,0.11128,0
0.079293,1.0073,-70.533,1.226,0.15984,846.45,0.60356,1.5095,0.0032597,115.6,2.29,0.066952,22.608,0.14363,0
-0.013625,1.023,-45.847,0.98865,0.0479,7010.9,0.73264,-0.01155,0.016839,162.97,0.70809,0.47204,-0.11273,-0.093096,0
0.14384,2.3869,59.133,2.1786,0.10547,520.58,0.91351,1.6296,1.8175,66.176,107.48,0.024188,0.90568,0.21396,0
0.010683,4.5076,35.491,0.97592,0.0449,1432.0,0.5481,0.15352,6.2474,56.608,15.107,0.12573,0.018876,0.01372,0
0.019006,2.1791,-35.436,1.2969,0.10286,2357.3,0.88836,1.3294,0.37287,53.754,0.5001,0.16802,0.13056,0.13724,0
0.080411,1.134,-63.004,1.5626,0.12896,1354.0,1.6306,1.5616,0.093557,101.93,0.51239,0.080621,0.30233,0.31845,0
0.016803,1.9745,19.873,1.0383,0.055415,2905.7,1.1962,0.17058,0.20566,60.376,0.75655,0.30254,0.17733,0.030729,0
0.02628,2.0484,-4.4455,1.0636,0.0085539,12439.0,1.3375,0.15943,1.8679,66.836,1.3515,0.29101,0.061698,0.08439,0
0.28206,13.2,165.73,1.1608,0.28013,127.19,0.72342,14.536,1.1055,17.371,5.9323,0.011364,2.4058,0.31811,0
0.0033855,2.7802,10.287,2.6441,0.045668,847.74,0.75019,1.2749,1.1718,31.46,6.631,0.06743,0.010282,0.0047051,0
0.025416,2.3003,18.361,1.0003,0.065791,3470.6,0.78361,0.38182,0.4754,62.392,0.48525,0.29578,0.12682,0.20609,0
-0.43051,0.55207,-120.6,1.9309,-0.20992,-1941.6,0.47435,-2.6963,-0.6975,139.64,0.14082,-0.2488,-1.2327,0.37238,0
0.0027131,7.9945,381.87,1.11,0.023958,21886.0,0.6831,1.2462,1.1084,59.252,0.83927,0.35462,0.065774,0.012238,0
0.060075,0.69465,-38.368,1.0265,0.032415,2236.5,1.3824,0.21248,-0.68639,73.778,55.856,0.19402,0.3243,3.3789,0
0.036412,2.3005,-0.65727,1.0605,0.087402,1315.6,0.57357,0.60973,0.49062,81.57,3.1968,0.10675,0.25103,0.056018,0
0.12034,1.1905,-34.751,1.1662,0.0872,1061.5,1.2755,0.88725,0.39371,107.21,110.74,0.083845,0.46813,0.30185,0
-0.03839,0.88121,-58.097,1.7711,-0.00083495,-206590.0,1.9419,-0.58924,-0.35528,168.37,1848.1,1.2362,-0.2438,-0.23554,0
0.04098,1.3115,-56.368,1.0375,0.052747,2627.1,0.87901,0.60222,0.38262,91.877,0.69841,0.15119,0.094993,0.18119,0
0.0080349,0.92768,-68.951,1.0451,0.051963,5451.2,1.4868,0.22795,-0.036031,173.26,0.87044,0.43024,0.075867,0.019353,0
0.013253,0.58819,-147.38,1.0767,0.15775,2055.2,0.89316,0.63763,-0.17679,229.94,0.93624,0.15717,0.37497,0.028888,0
-0.079119,2.3597,-1.9913,1.1239,-0.032321,-6223.1,0.77276,1.2654,0.40487,67.609,0.51599,0.11759,-0.39328,-0.25404,0
-0.03183,0.9897,-161.71,1.2155,0.0053057,40364.0,0.83109,-0.31216,-0.021827,204.36,33.846,0.92944,-0.072213,-0.11097,0
0.047099,1.8737,54.69,1.1128,0.06899,3501.2,0.86619,3.1681,1.2676,138.37,1.8664,0.25043,0.27994,0.1787,0
0.16065,1.0016,-29.053,1.127,0.13659,797.12,1.1651,1.18,0.0015719,122.49,421.02,0.070647,1.4293,0.33318,0
0.056409,2.7842,-5.0313,0.87241,0.10174,596.19,0.62924,0.54278,0.56323,45.948,5.9762,0.051232,0.17878,0.075381,0
0.14988,3.8896,31.803,2.1125,0.11226,559.81,0.91962,16.693,1.0196,25.397,10.579,0.048996,0.61689,0.23555,0
0.057138,2.1608,73.047,1.3281,0.17283,539.06,0.99353,0.043022,0.83904,119.55,13.482,0.061371,0.37606,0.086443,0
-0.016141,1.2032,-58.804,1.0304,0.083769,1387.6,0.69655,0.3965,0.075967,90.305,1.3166,0.067145,-0.080924,-0.027975,0
0.10401,1.2173,-29.941,1.1233,0.11678,1084.0,1.1404,1.1558,0.28267,123.66,5.14,0.080983,0.46211,0.26218,0
-0.22203,0.64713,-70.128,0.92906,-0.027383,-4647.5,0.85596,-0.67083,-0.51078,113.01,9.4108,-19.675,-1.3971,-1.1107,0
0.12314,8.9272,44.353,1.0934,0.11408,161.37,0.8009,1.0731,1.3614,15.811,13.84,0.013464,0.35281,0.14141,0
0.087436,2.2582,29.483,1.1441,0.088089,574.47,1.0384,0.0,0.27854,59.84,23.612,0.39614,0.79859,0.10393,0
0.065669,1.6919,-1.5107,1.0727,0.093264,1312.0,0.9337,0.66111,0.18114,44.814,0.51083,0.098658,0.51226,0.14401,0
0.029705,0.49419,-242.75,1.2981,0.12193,1685.6,1.4632,2.9425,-0.34402,264.64,30.584,0.058582,0.23738,0.064757,0
0.27409,1.5455,30.845,1.6161,0.23398,472.4,1.0871,0.0,0.39825,108.74,3.5485,0.15679,3.0013,0.53681,0
0.11564,1.804,30.635,1.7707,0.084634,1059.3,1.1824,6.7035,1.3293,93.011,33.994,0.08521,1.5133,0.20464,0
0.0015461,0.60342,-95.962,1.0117,0.027675,8462.2,1.2822,0.0096567,-0.50845,189.69,2.0124,0.87766,0.020909,0.017311,0
0.0024291,2.0162,-53.257,0.99148,0.019869,10346.0,1.18,-0.080843,1.5174,84.95,0.27231,2.116,0.00399,0.027331,0
-0.012181,1.0005,-32.994,0.99787,0.018354,7272.4,1.2445,-0.049104,0.0011667,132.45,137.28,0.68903,-0.07541,-0.046841,0
0.11592,9.7078,134.62,1.7391,0.10295,464.41,0.77943,3.6272,7.6425,20.719,213.91,0.035388,0.60923,0.15012,0
0.10964,0.97605,-29.732,1.0118,0.17063,1154.9,1.3156,3.2897,-0.0090801,122.44,0.81367,0.079091,2.1574,0.24162,0
0.033565,5.1283,30.394,2.5736,0.042216,1053.3,0.5571,1.8215,0.94459,15.117,1.5055,0.07097,0.14829,0.048896,0
0.084407,3.4485,97.017,1.1981,0.12938,765.49,0.79662,9.9637,1.6636,67.459,30.62,0.069437,0.39586,0.12507,0
0.14201,3.0651,14.13,1.1327,0.17226,378.49,0.90875,0.0,0.44246,71.183,2.2897,0.12697,0.61957,0.17804,0
0.34803,11.692,207.47,1.0769,0.4092,48.098,0.97912,42.259,1.3838,25.305,133.32,0.0043941,2.0056,0.36949,0
-0.040321,0.87737,-217.93,0.90243,-0.018816,-28232.0,2.254,-1.0477,-0.27921,478.76,436.22,-0.82884,-0.17058,-0.18787,0
0.10894,1.5102,-16.526,1.1123,0.095314,1164.4,0.84376,0.97396,0.75715,93.57,2.5888,0.086749,0.34796,0.32825,0
-0.042914,1.5227,0.41824,3.4097,0.018137,3101.3,0.64958,-0.29183,1.3091,55.62,220.19,0.22119,-0.17614,-0.090431,0
0.015563,1.6148,-2.409,1.012,0.037888,2375.5,1.0091,0.14342,0.52321,91.05,3150.3,0.20603,0.071586,0.031309,0
-0.0023211,0.48833,-151.57,1.0399,0.069615,3657.1,0.84923,0.3832,-0.67066,255.46,12.236,0.21695,-0.067457,-0.01615,0
0.081621,2.2826,33.361,1.0591,0.14423,1189.8,0.94212,0.65235,0.49709,63.577,0.89322,0.14768,0.63769,0.20987,0
0.028231,1.1765,-39.118,4.2266,0.014358,4155.1,1.132,2.2811,0.48316,56.349,16.446,0.27097,0.049896,0.091317,0
0.023124,2.0136,-5.6413,1.0171,0.044679,640.63,0.54738,0.073788,0.39877,23.207,3.074,0.05907,0.085549,0.034106,0
-0.042606,0.61668,-359.91,0.95383,0.013175,37129.0,0.89326,-0.51972,-0.95184,447.35,5.6203,3.0397,-0.11582,1.1407,0
0.11283,1.667,36.46,1.0871,0.14248,738.42,0.68872,1.0228,1.1429,114.16,709.87,0.065614,0.70033,0.20572,0
0.12932,1.1586,-24.757,1.0504,0.1902,986.93,0.98792,6.6898,0.039667,80.316,0.50536,0.081414,2.3113,0.28126,0
0.016417,1.2769,119.47,0.89503,0.2502,4494.0,0.4132,1.5051,0.40928,672.77,2.3601,0.3147,0.30092,0.085592,0
-0.093792,0.99557,-91.111,1.206,-0.041581,-5084.1,0.59235,-1.8883,-0.0045311,120.49,1.1361,-1.2204,-0.25354,-0.31106,0
0.62567,1.7754,3.5645,1.7308,0.42443,132.25,1.187,49.407,0.30542,76.243,12.84,0.011917,3.8415,0.85261,0
0.08002,1.3717,14.183,1.1618,0.15305,1842.8,2.659,1.5433,0.11361,120.97,0.66526,0.12861,1.5819,0.19561,0
0.021301,0.56306,-220.55,1.0439,0.084209,3882.7,0.96293,0.39007,-0.73878,341.06,629.59,0.2958,0.27015,0.19426,0
0.0037728,0.97215,-119.05,1.0226,0.034383,6045.2,0.63081,-0.3153,-0.019812,152.61,0.87634,0.36611,0.013042,0.0090327,0
0.11767,1.9882,23.725,1.1628,0.089597,1389.6,1.1141,1.2278,1.1876,81.064,1.8823,0.094949,0.65191,0.37573,0
0.010762,2.312,-52.099,1.4343,0.083839,1134.4,0.79403,1.6686,1.7453,84.834,4.3973,0.086682,0.017666,0.017185,0
0.010018,1.1299,-33.453,1.0975,0.044351,4943.3,0.91149,0.0,0.11759,118.43,3.9124,0.56843,0.055457,0.029399,0
0.054806,7.9624,119.44,1.0332,0.044679,446.26,0.82532,0.35221,5.7047,19.789,175.51,0.039165,0.6579,0.061887,0
-0.055647,0.97511,-128.0,1.0008,0.013845,18803.0,0.72709,-0.69374,-0.017205,145.91,0.36942,0.52006,-0.17727,-0.19441,0
0.079765,1.9835,20.021,1.3387,0.095046,1069.9,0.92557,6.4975,0.48108,73.075,2.6118,0.098177,0.45636,0.12721,0
0.055025,2.6285,193.16,0.99245,0.18929,1873.7,1.0003,0.62876,1.5067,211.8,3.8279,0.28014,2.1629,0.11814,0
0.0063519,1.0855,-47.077,2.8823,0.028802,4302.0,0.8567,1.2082,0.23695,95.734,2.425,0.17504,0.019645,0.2945,0
0.00039549,0.94649,-177.33,1.1033,0.028803,9391.1,0.64913,1.1099,-0.099087,228.23,1.2441,0.48823,0.00082911,0.002169,0
-0.23265,0.28788,-123.1,1.5006,-0.12709,-1989.6,0.63411,-1.9117,-0.61586,151.79,0.44355,-0.28335,-4.4966,5.8767,0
0.087162,0.61657,-108.11,0.99369,0.15095,1893.6,1.0272,0.003965,-0.44234,175.23,0.69783,0.29184,0.7055,-0.44668,0
0.23584,1.678,15.004,1.2601,0.22965,342.74,1.2423,2.4617,0.34954,94.109,22.409,0.02848,1.819,0.33903,0
-0.37342,0.35186,-100.13,0.9668,-0.40283,-924.68,0.2667,-0.53075,-0.19148,110.91,0.05826,-3.8953,-6.3157,-3.8703,0
0.053006,3.8031,24.044,1.0936,0.12161,433.18,1.0522,0.92999,1.0901,52.83,26.31,0.031852,0.23724,0.07341,0
0.035173,1.4453,-54.619,1.0716,0.03863,5201.8,1.6884,0.62713,1.0017,142.53,1.2446,0.27271,0.082104,0.19661,0
-0.0091586,1.6306,-6.5652,1.0207,0.017362,9816.1,0.88958,0.22178,0.47933,63.991,0.52934,0.35108,-0.037426,-0.19976,0
0.031337,0.73223,-74.753,2.5042,0.040435,2794.9,0.86308,2334.0,-0.3492,97.327,1.4977,0.25543,0.096022,0.13949,0
-0.18126,1.0039,-44.402,1.0637,-0.12572,-1794.3,0.42953,-4.1591,0.0015235,83.798,0.43961,-0.21511,-1.4308,-0.52905,0
0.0097806,2.4114,27.004,1.0014,0.022376,1701.7,0.9046,-0.035061,0.91118,37.726,171.16,0.2319,0.067163,0.014594,0
0.16247,1.8466,39.417,1.1404,0.21049,374.12,1.3063,1.4059,0.26406,67.83,4.918,0.035599,3.2368,0.22233,0
0.044979,1.6611,2.7122,1.0056,0.048195,2947.7,1.9736,0.38292,0.54993,65.263,0.87554,0.2216,0.20768,0.1963,0
0.081808,1.0487,-12.006,1.0452,0.077249,1155.3,0.95372,0.56125,0.039621,80.0,5.1526,0.098249,0.96381,0.17834,0
0.069481,1.3551,2.4095,1.1191,0.13646,1374.0,1.319,1.0228,0.36397,147.98,2.4331,0.10919,0.47896,0.18881,0
0.075792,1.2313,-10.304,1.014,0.04418,954.72,0.96804,0.15436,0.11811,32.993,2.4142,0.092166,0.4685,0.12767,0
-0.0081264,1.0577,-180.41,1.6317,0.30992,464.63,0.61553,0.0,0.062174,189.36,5.3734,0.041761,-0.031795,-0.022809,0
-0.085553,2.3601,43.294,0.90402,-0.06136,-1296.3,0.44712,-1.1143,0.34615,70.904,113.11,-0.10321,-0.70882,-0.1027,0
0.074139,2.1856,37.967,1.0506,0.075129,638.1,0.979,0.36426,0.97069,49.043,68.744,0.062047,0.76916,0.10613,0
0.0024529,1.3364,-15.654,1.1162,0.024112,3116.9,1.0104,1.1508,0.43417,81.217,25.17,0.05369,0.01017,0.005269,0
0.097698,2.1861,24.004,2.6328,0.053098,1254.5,0.79267,25.446,1.5344,48.763,16.309,0.12335,0.67621,0.18805,0
0.23582,2.0052,7.1494,1.0893,0.063497,527.73,2.1428,0.78524,6.2553,36.131,117.46,0.040527,0.63755,0.76991,0
-0.022799,1.6576,-75.082,0.57044,0.0059197,51261.0,0.43374,-0.82616,0.3463,203.39,1.0689,4.2097,-0.080605,-0.043365,0
0.0078296,1.3922,-119.4,1.0201,0.13682,1309.7,1.1165,0.33183,0.11595,148.86,1.3566,0.10552,0.034524,0.012834,0
0.053124,0.53556,-225.38,1.1006,0.10809,2296.0,1.175,0.82104,-0.4326,270.6,30.578,0.15716,0.3446,0.17374,0
-0.22241,1.41,-125.13,1.0772,-0.22437,-1284.2,0.89852,-1.3147,0.45812,215.03,1.37,-0.37041,-0.63884,-1.7778,0
0.041004,1.0591,-117.43,1.2569,0.035263,7717.6,1.2704,0.0,0.032952,143.14,0.39601,9.4134,0.2312,0.65237,0
0.020192,4.2465,170.76,1.059,0.25459,1192.3,1.2507,0.54546,0.32796,59.554,0.80066,0.11622,0.3938,0.033888,0
0.13084,1.8336,13.163,1.9902,0.11417,855.08,1.1918,9.5631,0.94493,72.665,12.831,0.085062,0.58519,0.27977,0
0.075616,2.0492,-50.279,1.072,0.11698,938.42,0.9393,0.97075,0.4871,94.761,2.1982,0.075733,0.20944,0.10862,0
0.0078355,1.8974,159.19,0.80037,0.045079,4056.1,0.73698,0.8125,1.1358,174.56,24.445,0.25566,9.0974,0.013079,0
0.10918,0.63378,-99.301,1.1672,0.14572,1320.4,0.84074,5.4541,-0.20932,149.09,1.0066,0.10543,1.1685,0.28378,0
0.13266,2.5099,32.871,1.5491,0.11407,709.82,0.89334,11.162,0.48775,46.219,1.8676,0.060943,0.95367,0.20213,0
0.047254,1.6244,-39.541,1.4923,0.050179,2437.8,0.91426,3.0269,1.2481,118.52,11.364,0.18035,0.10632,0.094531,0
-0.043815,1.3591,-96.96,0.98595,-0.024151,-6136.7,0.53784,-0.24628,0.41005,142.49,12.869,-1.3151,-0.094972,-0.091158,0
-0.29836,0.1897,-628.99,0.85013,-0.1642,-4877.9,0.35812,-1.6618,-6.2396,662.56,3.0528,-0.46219,-0.90722,0.12674,0
0.033545,3.8765,25.61,1.2089,0.072956,1795.7,0.68404,1.8361,2.5082,62.609,1.365,0.1335,0.06912,0.059256,0
0.035939,0.93724,-48.295,1.0129,0.087558,1543.9,0.91438,0.44596,-0.053872,125.95,7.3524,0.11882,0.25481,0.07971,0
-0.057049,1.1834,-49.53,0.96189,0.0043698,25510.0,0.83067,-0.24113,0.15747,100.4,8.1483,0.57033,-0.21268,-0.10845,0
-0.056289,0.96297,-232.73,0.99538,-0.030471,-9246.6,0.77492,-0.35967,-0.10787,258.67,3.2773,-2.0787,-0.107,-0.71928,0
-0.12335,2.9705,-1.3853,0.76199,-0.14158,-1243.4,0.71056,0.0,0.90531,137.1,2.4861,0.79218,-0.32108,-0.19502,0
-0.59857,1.149,-49.352,0.88482,-0.60238,-601.61,0.35297,0.72428,0.045234,75.154,0.13219,0.017218,-3.4761,-4.9267,0
-0.21548,0.46362,-201.65,1.3383,-0.148,-1498.6,1.0378,0.0,-0.67039,232.54,8.9409,1.5564,-0.83022,-1.1538,0
-0.083226,0.5857,-84.445,0.97871,-0.021723,-10707.0,0.93345,-0.28482,-0.17658,116.3,0.31533,0.96604,-0.85966,-0.27244,0
0.01471,0.83061,-46.419,1.0931,0.042194,4698.8,0.68885,0.91349,-0.19726,182.07,247.67,0.37972,0.36504,0.036211,0
-0.18706,1.3709,-14.775,0.61056,-0.19375,-2619.9,0.75296,-5.0455,0.10907,95.422,1.4513,-0.32137,-4.1341,-1.2397,0
0.13837,1.2466,6.4877,1.0253,0.032274,1497.1,1.1218,0.31384,6.9812,49.256,197.41,0.13362,1.5956,0.79168,0
0.001991,0.84032,-110.0,0.38992,0.023602,32325.0,0.88212,0.0,-0.028648,161.9,0.094155,3.767,0.026922,0.010763,0
0.026935,0.79421,-24.717,1.0212,0.11926,1235.2,0.84019,0.34708,-0.087681,85.018,0.96071,0.10708,1.5384,0.072304,0
0.0011449,1.8772,-26.307,2.6356,0.0142,5941.5,1.1296,0.65965,3.316,65.262,1.9939,0.35601,0.0019315,0.0029297,0
0.0097235,1.0258,-19.788,1.2509,0.069879,2339.3,0.98967,0.77623,0.019027,122.88,3.0736,0.201,0.13688,0.022109,0
0.12507,2.2891,61.452,1.0144,0.18442,596.35,1.2508,7.7493,0.27024,61.362,1.8779,0.049752,5.0849,0.18012,0
0.061599,1.0198,-5.8913,1.0796,0.12735,1070.7,0.71103,0.89032,0.0048071,69.779,0.87715,0.088591,6.8364,0.10899,0
0.0012534,0.64686,-114.45,1.0388,0.075621,3839.5,1.4678,0.43831,-0.22361,162.25,0.46001,0.22425,0.011086,0.0086279,0
0.07906,1.6075,-6.2032,1.475,0.090841,1136.4,0.90509,5.4458,0.3005,73.875,1.7997,0.089021,0.42036,0.13565,0
0.0055825,1.2916,10.295,2.2151,0.10543,1105.1,0.93396,1.4114,0.12474,43.369,1.4498,0.098392,0.34786,0.019057,0
0.05888,0.83306,-31.39,2.5974,0.044392,2384.7,1.1184,5.3816,-0.28322,102.17,10.949,0.19941,1.7238,0.23872,0
